2021-01-15 15:30:00,262 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320000 type:delete cxid:0x1a zxid:0x14a8 txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations/test/cluster/localhost:11111 Error:KeeperErrorCode = NoNode for /otter/canal/destinations/test/cluster/localhost:11111
2021-01-15 15:30:00,274 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320000 type:delete cxid:0x1d zxid:0x14aa txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations/example/cluster/localhost:11111 Error:KeeperErrorCode = NoNode for /otter/canal/destinations/example/cluster/localhost:11111
2021-01-15 15:30:00,276 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320000 type:delete cxid:0x1e zxid:0x14ab txntype:-1 reqpath:n/a Error Path:/otter/canal/cluster/localhost:11111 Error:KeeperErrorCode = NoNode for /otter/canal/cluster/localhost:11111
2021-01-15 15:30:00,278 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x17704a908320000
2021-01-15 15:30:00,280 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1037] - Closed socket connection for client /127.0.0.1:52626 which had sessionid 0x17704a908320000
2021-01-15 19:01:10,271 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:60045
2021-01-15 19:01:10,311 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@855] - Client attempting to establish new session at /127.0.0.1:60045
2021-01-15 19:01:10,341 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@611] - Established session 0x17704a908320004 with negotiated timeout 40000 for client /127.0.0.1:60045
2021-01-15 19:01:10,354 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320004 type:create cxid:0x1 zxid:0x14ae txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations Error:KeeperErrorCode = NodeExists for /otter/canal/destinations
2021-01-15 19:01:10,359 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320004 type:create cxid:0x2 zxid:0x14af txntype:-1 reqpath:n/a Error Path:/otter/canal/cluster Error:KeeperErrorCode = NodeExists for /otter/canal/cluster
2021-01-15 19:01:10,421 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320004 type:create cxid:0x5 zxid:0x14b2 txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations/example/cluster/localhost:11111 Error:KeeperErrorCode = NodeExists for /otter/canal/destinations/example/cluster/localhost:11111
